644800,132880,168000,8800
603200,99520,153600,0
625600,119200,161600,1760
611200,156880,158400,14080
571200,131360,150400,8800
572800,139600,155200,8800
550400,161760,142400,15840
537600,146320,131200,7920
553600,52880,152000,0
588800,43280,184000,0
632000,46560,174400,0
588800,40800,158400,0
568000,39280,148800,0
612800,40800,168000,0
622400,42080,176000,0
608000,40800,161600,0
585600,42960,156800,0
620800,39920,168000,0
590400,41200,158400,0
617600,39040,164800,0
624000,42080,168000,0
539200,39040,140800,0
536000,41200,137600,0
537600,39040,139200,0
585600,42080,156800,0
539200,39040,140800,0
555200,40320,140800,0
572800,38880,152000,0
528000,42080,144000,0
516800,39920,124800,0
531200,42960,126400,0
524800,41520,128000,0
563200,45600,153600,0
504000,48480,120000,0
521600,39280,131200,0
558400,49920,139200,0
550400,78640,134400,0
630400,96320,212800,0
652800,100400,227200,0
652800,102160,185600,0
649600,133120,177600,880
704000,173840,206400,8800
649600,162960,187200,4400
665600,184640,188800,11440
668800,186320,196800,14080
680000,188720,192000,14960
700800,200240,236800,20240
712000,176000,208000,9680
672000,172320,233600,6160
688000,162080,238400,6160
686400,164880,230400,6160
664000,201120,198400,18480
696000,216640,227200,26400
705600,229120,233600,28160
712000,220880,211200,20240
713600,233040,228800,25520
694400,231280,222400,26400
683200,234800,204800,27280
699200,228080,209600,25520
696000,230720,206400,22880
710400,216240,212800,22880
683200,170560,224000,7920
673600,171600,211200,8800
721600,214480,238400,14080
699200,191680,208000,8800
728000,168720,228800,2640
689600,160960,201600,4400
670400,169200,192000,6160
659200,199520,184000,12320
688000,195280,228800,10560
635200,168000,171200,4400
600000,161680,156800,5120
620800,184400,176000,6160
636800,206560,185600,14960
630400,216960,179200,16720
614400,223600,169600,20240
608000,223280,169600,19360
644800,233520,184000,25520
654400,220480,198400,16720
670400,180160,182400,8800
648000,156560,188800,1760
582400,156000,158400,2640
608000,156000,158400,3520
595200,158800,150400,4400
585600,157200,156800,3520
632000,158800,176000,2640
600000,158080,164800,6160
616000,155440,176000,5280
630400,149120,172800,2640
617600,141040,172800,880
644800,136240,184000,2640
635200,150880,174400,4400
609600,146240,158400,6160
550400,143600,147200,880
553600,139040,144000,3520
608000,137200,160000,5280
604800,145680,164800,7040
625600,131040,172800,2640
553600,136480,148800,2640
531200,129600,121600,0
521600,134560,121600,3520
521600,172640,128000,11440
544000,135360,140800,1760
563200,122880,147200,0
550400,102400,148800,0
609600,106320,169600,0
560000,103840,150400,0
574400,102080,161600,0
588800,104720,166400,0
574400,102960,161600,0
556800,98720,172800,0
561600,101200,179200,0
524800,101200,179200,0
569600,97520,161600,0
547200,99600,158400,0
558400,96640,145600,0
560000,96240,147200,0
550400,95200,145600,0
564800,95360,147200,0
547200,93680,145600,0
561600,96640,169600,0
544000,93760,140800,0
566400,96400,144000,0
572800,94480,155200,0
499200,94080,115200,0
524800,95120,126400,0
508800,92480,126400,0
544000,93760,145600,0
542400,91280,142400,0
542400,94320,136000,0
512000,84560,129600,0
515200,89200,131200,0
528000,97760,136000,0
617600,97040,163200,0
686400,97200,216000,0
670400,98960,203200,0
652800,124000,180800,880
665600,231040,187200,24240
641600,268400,192000,22640
632000,303440,193600,35200
699200,271840,243200,27440
672000,222800,252800,13040
689600,258480,248000,27200
680000,280080,257600,38640
662400,328480,243200,44800
686400,347200,260800,48160
707200,313680,198400,39600
694400,311520,236800,44720
683200,295200,252800,37600
688000,264640,254400,26640
654400,307040,211200,37120
673600,284320,193600,36560
691200,315600,193600,44800
718400,322560,203200,48880
721600,298400,217600,41200
684800,288560,201600,40960
670400,319040,196800,46560
654400,263600,190400,28400
652800,266800,184000,30160
691200,316080,185600,47280
718400,295360,206400,45600
692800,229600,211200,21840
667200,198080,190400,14000
662400,265360,179200,32960
641600,304080,187200,41920
675200,291360,192000,39760
684800,306880,193600,47360
643200,315200,193600,43360
681600,245440,196800,28080
624000,296080,172800,36800
620800,279040,171200,31680
656000,295040,187200,41360
673600,323360,211200,46160
673600,319920,206400,40880
644800,295280,198400,41600
638400,304320,172800,41920
670400,273360,200000,29280
649600,250400,193600,23520
603200,236560,174400,27520
632000,277120,172800,36400
632000,305760,171200,48000
595200,278400,164800,35120
604800,327040,168000,47040
608000,309120,169600,40320
604800,314640,164800,39600
624000,277760,177600,29760
625600,251680,172800,20240
649600,250800,179200,21840
595200,239840,161600,17600
526400,205680,131200,6160
504000,193840,126400,3520
616000,240800,174400,16720
616000,229280,161600,10080
617600,177600,163200,3360
625600,214800,169600,6160
598400,223760,156800,8640
569600,147120,144000,880
571200,155360,148800,2640
588800,162400,158400,6160
604800,136000,174400,880
612800,55600,180800,0
616000,56800,180800,0
619200,55280,160000,0
622400,52480,166400,0
580800,56720,169600,0
593600,52640,172800,0
571200,54960,148800,0
529600,55280,137600,0
576000,54960,160000,0
601600,55120,164800,0
604800,55280,164800,0
547200,55840,161600,0
574400,53520,153600,0
576000,50400,152000,0
579200,49280,153600,0
584000,51440,153600,0
585600,54080,153600,0
582400,53520,156800,0
569600,59200,145600,0
582400,52080,150400,0
510400,57600,140800,0
524800,55120,129600,0
513600,54080,120000,0
524800,56560,148800,0
595200,57920,156800,0
569600,59600,150400,0
584000,39120,153600,0
531200,19360,128000,0
512000,20960,126400,0
632000,23280,182400,0
651200,20800,190400,0
648000,39280,193600,0
651200,53680,182400,0
654400,32160,211200,0
664000,46960,180800,0
630400,46240,177600,0
648000,54000,176000,0
648000,46080,180800,0
652800,46080,184000,0
636800,47520,174400,0
656000,46960,187200,0
683200,49280,193600,0
699200,49440,200000,0
662400,50160,206400,0
641600,55440,212800,0
681600,56320,219200,0
675200,55440,190400,0
643200,59200,196800,0
718400,58160,233600,0
664000,58160,209600,0
643200,55680,184000,0
672000,50320,190400,0
662400,49600,187200,0
644800,49280,185600,0
680000,47280,196800,0
707200,51680,212800,0
688000,48880,198400,0
683200,40400,204800,0
636800,37600,185600,0
643200,30560,193600,0
625600,30400,184000,0
624000,28080,201600,0
628800,24160,182400,0
641600,24320,177600,0
617600,25040,176000,0
644800,23600,177600,0
628800,22000,172800,0
584000,23600,163200,0
644800,22880,169600,0
632000,23600,184000,0
688000,23600,211200,0
667200,22720,230400,0
643200,23760,208000,0
620800,26240,168000,0
590400,25360,163200,0
638400,26080,169600,0
657600,25520,184000,0
648000,25360,180800,0
628800,26080,169600,0
625600,25520,169600,0
609600,26080,160000,0
641600,23920,164800,0
620800,25520,160000,0
630400,26080,171200,0
611200,23920,161600,0
564800,26960,139200,0
619200,23920,161600,0
588800,26080,155200,0
593600,26080,163200,0
616000,36160,172800,0
603200,36880,150400,0
555200,44960,144000,0
579200,58000,158400,0
560000,55520,145600,0
550400,55520,136000,0
609600,52720,169600,0
624000,21840,177600,0
630400,19360,177600,0
635200,16160,182400,0
624000,19200,177600,0
574400,13680,160000,0
606400,20080,164800,0
576000,13680,145600,0
566400,18480,142400,0
536000,17040,132800,0
608000,17920,168000,0
576000,16160,152000,0
625600,17040,176000,0
524800,17040,139200,0
496000,17040,124800,0
552000,15280,144000,0
590400,19200,168000,0
515200,13680,121600,0
563200,17600,155200,0
526400,18640,137600,0
577600,17600,153600,0
473600,17600,118400,0
460800,15440,102400,0
545600,18480,136000,0
537600,14560,147200,0
513600,19360,131200,0
577600,16160,148800,0
556800,18480,137600,0
486400,16000,113600,0
542400,16880,140800,0
539200,15280,139200,0
600000,15280,163200,0
576000,14560,145600,0
571200,12080,148800,0
604800,11200,161600,0
596800,14400,163200,0
612800,14560,172800,0
627200,12080,177600,0
603200,12080,164800,0
598400,13840,160000,0
627200,12960,172800,0
601600,11200,163200,0
606400,13680,166400,0
620800,15280,177600,0
620800,12960,169600,0
584000,12960,161600,0
588800,12800,166400,0
574400,12800,152000,0
614400,15280,168000,0
617600,11200,169600,0
619200,14560,171200,0
627200,14400,174400,0
628800,12800,172800,0
563200,13680,148800,0
556800,11200,147200,0
569600,15280,156800,0
611200,12080,156800,0
617600,11200,164800,0
616000,13680,168000,0
412800,11360,88000,0
475200,12800,118400,0
558400,10480,152000,0
622400,11200,179200,0
448000,11200,97600,0
300800,9600,38400,0
312000,10480,43200,0
318400,9600,41600,0
318400,10480,44800,0
318400,10480,41600,0
326400,11200,46400,0
310400,9600,41600,0
280000,11200,30400,0
289600,9600,30400,0
265600,10480,25600,0
308800,11200,43200,0
304000,9600,43200,0
305600,10480,40000,0
257600,9600,19200,0
283200,9600,33600,0
270400,10480,30400,0
243200,9600,19200,0
219200,9600,11200,0
292800,9600,36800,0
296000,11200,38400,0
273600,11200,28800,0
264000,10480,27200,0
286400,11200,36800,0
289600,9600,36800,0
224000,9600,12800,0
195200,11200,0,0
195200,9600,0,0
195200,9600,0,0
156800,9600,0,0
144000,10480,0,0
156800,9600,0,0
52800,9600,0,0
41600,8880,0,0
40000,9600,0,0
36800,9600,0,0
36800,9600,0,0
36800,8000,0,0
41600,9600,0,0
38400,8880,0,0
35200,9600,0,0
38400,9600,0,0
