[2024-09-04 17:06:17]; 4.472749351885;-0.8840977378754644;9.188096390394492;2.723666857740085;
[2024-09-04 17:07:17]; 4.472749351885;-0.8840977378754644;9.188096390394492;2.723666857740085;
[2024-09-04 17:09:58]; 5.159837963475383;0.7887032610427696;9.193180667545874;3.140819424514234;
[2024-09-04 17:13:33]; 4.261984673447017;0.7508909866582769;9.191328653311587;3.2381911431581614;
[2024-09-04 17:17:12]; 4.72793173537795;2.0445187808198284;9.190276289797765;3.0700680625677137;
[2024-09-04 17:20:44]; 4.632704226222359;1.5781535225070513;9.187053476591785;2.7268499043192094;
[2024-09-04 17:24:18]; 4.370981547107419;-0.023331644143866015;9.180323308428683;2.27774264861705;
[2024-09-04 17:27:51]; 4.222790757498927;1.4203876850391737;9.184132509755216;2.4107208090971994;
[2024-09-04 17:31:20]; 4.396076513456222;-0.03776516829120169;9.180420965137984;2.559735495013996;
[2024-09-04 17:34:49]; 4.8361224302408345;0.8710288661074799;9.173465853920618;1.995405302156371;
[2024-09-04 17:38:19]; 4.781145402216822;2.223695781941018;9.171489819100316;2.205480018797772;
[2024-09-04 17:41:49]; 5.9146238222425325;2.828714101175052;9.170964723246101;2.711396940773625;
[2024-09-04 17:45:18]; 5.8865904621931975;2.674692789636879;9.173931127161524;3.496001127959829;
[2024-09-04 17:48:47]; 5.250679733833209;0.8250163674861142;9.1750222084259;3.0829895164452807;
[2024-09-04 17:52:16]; 5.3673629860641086;1.054493717602412;9.180709527487807;3.2821198551465045;
[2024-09-04 17:55:45]; 6.343677530660926;1.3200351114586795;9.173017981286137;3.9590898414695346;
[2024-09-04 17:59:15]; 5.8046479446156525;1.5506479988441413;9.177991776227657;4.119761195313629;
[2024-09-04 18:02:44]; 5.306516485244231;2.166768058218196;9.174859804131046;3.642973650846585;
[2024-09-04 18:06:14]; 6.041009844457648;2.6306494926820676;9.17234857543528;3.6843928824719114;
[2024-09-04 18:09:44]; 6.16376664588401;3.1900260820395943;9.19311446177909;4.950807097918215;
[2024-09-04 18:13:14]; 6.076769676959742;3.6311714481049364;9.211122849618476;5.178590933024623;
