[2024-09-04 17:06:17]; 1.0005629987518505;1.000553245390785;1.0006336578948376;1.0005323824737353;1.0003100210195608;1.000636225785221;1.0003022041833796;1.0002492246471517;1.0002462714792297;1.0000254000431132;1.0006444835693107;1.0006431751098481;1.0006464074938781;1.0006464871337277;1.0006466122471933;1.0006473768428796;1.0006474148421405;
[2024-09-04 17:07:17]; 1.0005629987518505;1.000553245390785;1.0006336578948376;1.0005323824737353;1.0003100210195608;1.000636225785221;1.0003022041833796;1.0002492246471517;1.0002462714792297;1.0000254000431132;1.0006444835693107;1.0006431751098481;1.0006464074938781;1.0006464871337277;1.0006466122471933;1.0006473768428796;1.0006474148421405;
[2024-09-04 17:09:58]; 1.0005359597194317;1.0005256269529639;1.000610031934923;1.000506198006638;1.000296777323123;1.0006127704571461;1.000289448627891;1.000239118254462;1.0002362953409276;1.0000244594879688;1.0006218062802792;1.0006202785165506;1.0006242705562665;1.0006243736898397;1.0006244987996717;1.0006252633739325;1.0006253013676496;
[2024-09-04 17:13:33]; 1.0005457320140454;1.0005355714399875;1.0006185632239315;1.0005156644622022;1.0003014543188227;1.0006212476581007;1.000293962913049;1.000242786902444;1.000239922412338;1.0000247596413732;1.0006300351351196;1.0006285786030362;1.0006323329058857;1.0006324288000248;1.0006325539111802;1.0006333184932459;1.0006333564889824;
[2024-09-04 17:17:12]; 1.0005504595770227;1.000540196294617;1.00062317131463;1.0005197975471738;1.0003049383074782;1.0006258751967714;1.000297279358567;1.0002448567752975;1.000241930981945;1.0000252027257006;1.000634695286966;1.000633269809305;1.0006369134921478;1.0006370059268823;1.00063713103879;1.0006378956252902;1.0006379336221742;
[2024-09-04 17:20:44]; 1.000568818806689;1.000559148990031;1.0006386719125409;1.0005380193717133;1.0003149799530628;1.0006412105216214;1.000307072261318;1.000252897820149;1.0002498858972264;1.000025824445119;1.0006492733586627;1.0006480639612592;1.0006509540939073;1.0006510231602592;1.0006511482744704;1.0006519128745521;1.0006519508749503;
[2024-09-04 17:24:18]; 1.0005925547662717;1.0005821985054002;1.0006662135984161;1.0005596128811611;1.000324475391742;1.0006689507895248;1.0003160720222444;1.0002593509699547;1.0002562138207736;1.0000267292061982;1.0006779108163424;1.0006764544052664;1.0006801996996535;1.000680295207099;1.0006804203261193;1.0006811849545623;1.000681222962299;
[2024-09-04 17:27:51]; 1.0005756330514615;1.000565196282438;1.00064944586381;1.0005434364887638;1.0003159364380128;1.0006522019990411;1.000307814184296;1.0002529954684352;1.0002499518573413;1.0000260536363421;1.0006612588337402;1.0006597676661426;1.0006636285286303;1.0006637275497383;1.0006638526660372;1.0006646172784275;1.0006646552820107;
[2024-09-04 17:31:20]; 1.0005904470017402;1.000579872999794;1.000665872943925;1.0005573162142065;1.0003236263646298;1.0006686814729906;1.0003152327671783;1.000258497504184;1.000255359652246;1.0000267344248965;1.0006777648245249;1.0006764186742032;1.0006797865684667;1.0006798704611304;1.0006799955800807;1.0006807602081123;1.0006807982157426;
[2024-09-04 17:34:49]; 1.0006275630229635;1.0006177554643025;1.0006972314397606;1.0005931572121562;1.000342031928446;1.0006997957400547;1.0003329433564074;1.0002720380476584;1.000268695152642;1.000028215387843;1.0007080601332048;1.0007067332094588;1.0007100388492691;1.000710120870961;1.0007102459948818;1.0007110106522228;1.000711048667437;
[2024-09-04 17:38:19]; 1.000635569479869;1.0006254972853823;1.0007057606715546;1.0006002685198467;1.0003461749059273;1.0007083874592004;1.0003368715956258;1.0002748556589014;1.000271458150227;1.0000286099724103;1.000716801601537;1.0007155295129286;1.0007186394951255;1.0007187153940438;1.0007188405193772;1.0007196051850449;1.0007196432024137;
[2024-09-04 17:41:49]; 1.0006355398759648;1.0006252595751688;1.0007072699976962;1.0006001362944925;1.0003457465351153;1.0007099627303708;1.0003364791811442;1.0002749300945373;1.0002715555484598;1.000028443861378;1.0007187298524987;1.0007173207074915;1.0007209085194346;1.0007209992345965;1.0007211243603047;1.000721889028185;1.0007219270461265;
[2024-09-04 17:45:18]; 1.0006228729777977;1.0006127049660052;1.0006943552222196;1.0005882501020753;1.0003410938279529;1.000697021057056;1.0003320539631553;1.0002715227739434;1.0002681982777677;1.0000280823851702;1.000705738272779;1.0007042909836577;1.0007080027744018;1.000708097221604;1.0007082223451926;1.0007089870005725;1.0007090250152786;
[2024-09-04 17:48:47]; 1.0006189640048269;1.0006089478387787;1.000690001606414;1.000584865937216;1.0003379623838258;1.0006926294308593;1.000329049599112;1.000269411726567;1.0002661311587755;1.000027764976281;1.0007011578043854;1.0006997749088367;1.0007032641265434;1.0007033516963921;1.000703476819201;1.0007042414699827;1.0007042794834995;
[2024-09-04 17:52:16]; 1.0005978406386236;1.0005881698609664;1.0006661605258411;1.0005649913498762;1.000326230618385;1.0006686764761954;1.0003176253600545;1.0002618720610155;1.000258782522921;1.0000263843940687;1.0006767216249173;1.0006754556756394;1.0006785403294587;1.0006786153943197;1.0006787405130642;1.0006795051398796;1.000679543147195;
[2024-09-04 17:55:45]; 1.0006236706075664;1.0006131094091317;1.0006978094145422;1.0005887687504593;1.0003397483238767;1.0007005961030675;1.0003307474476417;1.0002709783705006;1.0002676913566875;1.0000278113448835;1.0007097074961688;1.0007082617380343;1.0007119742916002;1.0007120688385007;1.000712193962742;1.0007129586219703;1.0007129966376722;
